id,name,date,count,totalCount,onboardedCount,startingDate
1,Altre Pubbliche Amministrazioni locali,2022-05-26T00:00:00.000Z,0,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2022-06-26T00:00:00.000Z,0,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2022-07-26T00:00:00.000Z,0,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2022-08-26T00:00:00.000Z,1,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2022-09-26T00:00:00.000Z,1,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2022-10-26T00:00:00.000Z,2,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2022-11-26T00:00:00.000Z,5,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2022-12-26T00:00:00.000Z,7,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2023-01-26T00:00:00.000Z,11,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2023-02-26T00:00:00.000Z,20,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2023-03-26T00:00:00.000Z,27,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2023-04-26T00:00:00.000Z,29,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2023-05-26T00:00:00.000Z,31,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2023-06-26T00:00:00.000Z,37,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2023-07-26T00:00:00.000Z,46,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2023-08-26T00:00:00.000Z,53,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2023-09-26T00:00:00.000Z,59,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2023-10-26T00:00:00.000Z,70,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2023-11-26T00:00:00.000Z,75,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2023-12-26T00:00:00.000Z,79,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2024-01-26T00:00:00.000Z,97,4201,99,2022-06-21T00:00:00.000Z
1,Altre Pubbliche Amministrazioni locali,2024-02-26T00:00:00.000Z,99,4201,99,2022-06-21T00:00:00.000Z
2,Aziende Ospedaliere e ASL,2022-05-26T00:00:00.000Z,0,245,22,2022-06-21T00:00:00.000Z
2,Aziende Ospedaliere e ASL,2022-06-26T00:00:00.000Z,0,245,22,2022-06-21T00:00:00.000Z
2,Aziende Ospedaliere e ASL,2022-07-26T00:00:00.000Z,0,245,22,2022-06-21T00:00:00.000Z
2,Aziende Ospedaliere e ASL,2022-08-26T00:00:00.000Z,0,245,22,2022-06-21T00:00:00.000Z
2,Aziende Ospedaliere e ASL,2022-09-26T00:00:00.000Z,0,245,22,2022-06-21T00:00:00.000Z
2,Aziende Ospedaliere e ASL,2022-10-26T00:00:00.000Z,0,245,22,2022-06-21T00:00:00.000Z
2,Aziende Ospedaliere e ASL,2022-11-26T00:00:00.000Z,0,245,22,2022-06-21T00:00:00.000Z
2,Aziende Ospedaliere e ASL,2022-12-26T00:00:00.000Z,0,245,22,2022-06-21T00:00:00.000Z
2,Aziende Ospedaliere e ASL,2023-01-26T00:00:00.000Z,2,245,22,2022-06-21T00:00:00.000Z
